,World2018,National2018,World2019,National2019,World2020,National2020,Country,SIZE,FOCUS,RESEARCH INTENSITY,AGE,STATUS,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,ground_truth
52,87.0,5.0,68.0,5.0,54,4.0,8,3,1,3,5.0,0,0.6642411642411642,0.8623853211009174,0.7805128205128204,0.6353535353535354,0.9533941236068897,0.6252525252525254,0
53,64.0,1.0,61.0,1.0,55,1.0,15,3,0,3,5.0,0,0.5421283041631277,0.7377558300658829,0.6361546381894616,0.009565671600495151,0.34876004696508334,0.5136060756408992,1
54,55.0,21.0,53.0,20.0,56,20.0,55,3,1,3,5.0,0,0.8731808731808731,0.48725790010193687,0.8512820512820513,0.494949494949495,0.5663627152988856,0.302020202020202,0
55,53.0,20.0,56.0,21.0,57,21.0,55,1,1,3,5.0,1,0.603950103950104,0.5739041794087666,0.8061538461538461,0.8646464646464647,0.8581560283687943,0.5555555555555557,0
56,60.0,6.0,59.0,6.0,58,6.0,1,3,1,3,4.0,0,0.8752598752598753,0.9174311926605505,0.14974358974358976,0.6383838383838385,1.0,0.9989898989898992,0
57,56.0,3.0,58.0,3.0,59,3.0,24,1,0,3,5.0,0,0.7349272349272349,0.8236493374108054,0.8584615384615385,0.6090909090909091,0.2978723404255319,0.3060606060606061,0
58,59.0,2.0,65.0,2.0,60,1.0,14,2,0,3,5.0,0,0.8386517251101678,1.4157157333668366,1.4187487452071879,1.0824472689057116,1.3742190904647673,1.401639188097631,1
59,62.0,4.0,60.0,4.0,61,5.0,8,3,1,3,5.0,0,0.7879417879417878,0.9347604485219163,0.5251282051282051,0.6515151515151516,0.8389057750759878,0.19292929292929295,0
60,57.0,10.0,54.0,10.0,62,10.0,54,0,1,3,4.0,0,0.7338877338877339,0.9398572884811416,0.5415384615384615,0.497979797979798,0.977710233029382,0.9909090909090911,0
61,66.0,2.0,62.0,2.0,63,2.0,15,3,1,3,5.0,0,0.9074844074844074,0.8287461773700306,0.5138461538461538,0.4515151515151516,0.6099290780141845,0.37070707070707076,0
62,58.0,2.0,57.0,2.0,64,2.0,31,0,1,3,5.0,0,0.8035343035343034,0.5514780835881753,0.43384615384615377,0.7565656565656568,0.7922998986828774,0.5202020202020203,0
63,67.0,23.0,63.0,22.0,65,22.0,55,3,1,3,5.0,0,0.9397089397089397,0.8297655453618756,0.09846153846153846,0.9333333333333336,0.05673758865248228,0.1777777777777778,0
64,68.0,3.0,64.0,3.0,66,3.0,15,0,1,3,5.0,0,0.7920997920997921,0.4964322120285423,0.9661538461538461,0.3414141414141414,0.5217831813576495,0.4363636363636364,0
65,65.0,11.0,70.0,11.0,67,11.0,54,0,1,3,5.0,0,0.7110187110187111,0.581039755351682,0.6276923076923077,0.5454545454545455,0.9361702127659576,0.9646464646464648,0
66,61.0,22.0,66.0,23.0,68,23.0,55,3,1,3,5.0,0,0.8555093555093554,0.5045871559633027,0.15282051282051282,0.991919191919192,0.552178318135765,0.398989898989899,0
67,76.0,1.0,72.0,1.0,69,1.0,49,3,1,3,4.0,0,0.8939708939708939,0.8205912334352702,0.40410256410256407,0.5929292929292931,0.19756838905775076,0.296969696969697,0
68,115.0,1.0,88.0,1.0,70,1.0,29,0,1,3,5.0,0,0.6694386694386695,0.7145769622833843,0.9046153846153846,0.4090909090909091,0.6231003039513678,0.5676767676767678,0
69,63.0,4.0,67.0,4.0,71,4.0,24,0,1,3,4.0,0,0.8004158004158003,0.6687054026503567,0.7979487179487179,0.4565656565656566,0.220871327254306,0.13434343434343435,0
