,World2018,National2018,World2019,National2019,World2020,National2020,Country,SIZE,FOCUS,RESEARCH INTENSITY,AGE,STATUS,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,ground_truth
70,70.0,25.0,69.0,24.0,72,24.0,55,0,0,3,5.0,0,0.6995841995841995,0.8134556574923547,0.12923076923076923,1.0,0.5987841945288754,0.6545454545454547,0
71,75.0,1.0,73.0,1.0,73,1.0,0,3,1,3,5.0,0,0.8669438669438669,0.9113149847094801,0.7682051282051282,0.01414141414141414,0.5005065856129687,0.6434343434343436,0
72,69.0,24.0,71.0,25.0,74,25.0,55,3,1,3,5.0,0,0.4764275493394088,0.16365747510144468,-0.29640682349496394,0.4523888253006849,-0.2268565156467838,0.25945953237139197,1
73,74.0,3.0,78.0,3.0,75,3.0,48,0,1,3,5.0,0,0.5696465696465697,0.6381243628950051,0.9969230769230769,0.3808080808080809,1.0,0.58989898989899,0
74,78.0,12.0,74.0,12.0,77,12.0,54,0,1,3,5.0,0,0.5561330561330561,0.910295616717635,0.3425641025641025,0.7767676767676769,0.9716312056737589,0.8707070707070709,0
75,83.0,13.0,76.0,13.0,78,13.0,54,0,1,3,5.0,0,0.5977130977130977,0.5790010193679919,0.6,0.6101010101010101,0.877406281661601,0.9404040404040405,0
76,71.0,1.0,81.0,1.0,79,1.0,4,3,1,3,5.0,0,0.7827442827442826,0.636085626911315,0.0953846153846154,0.8515151515151516,0.8986828774062817,0.36868686868686873,0
77,85.0,15.0,79.0,14.0,80,14.0,54,0,1,3,5.0,0,0.6424116424116423,0.783893985728848,0.5364102564102564,0.48787878787878786,0.916919959473151,0.8555555555555557,0
78,73.0,1.0,80.0,1.0,81,1.0,11,3,1,3,5.0,0,0.6891891891891891,0.42813455657492355,0.9999999999999999,0.24747474747474751,0.9250253292806484,0.2868686868686869,0
79,77.0,5.0,77.0,5.0,82,5.0,24,0,1,3,5.0,0,0.682952182952183,0.583078491335372,0.9815384615384616,0.42525252525252527,0.11550151975683891,0.1676767676767677,0
80,90.0,4.0,86.0,4.0,83,3.0,45,0,1,3,5.0,1,0.20662331714125604,0.36556843021480945,0.34514029565823445,-0.1340516235336846,-0.34069557060316363,-0.040112229594290616,1
81,82.0,1.0,85.0,1.0,84,1.0,32,0,1,3,5.0,0,0.8357588357588357,0.620795107033639,0.23076923076923075,0.44242424242424244,0.9432624113475179,0.9171717171717173,0
82,95.0,1.0,90.0,1.0,85,1.0,41,3,1,3,5.0,0,1.1330112186347039,1.253514926294375,1.4043625699860554,0.4700657556892411,0.576639087794488,0.9640051496286351,1
83,89.0,29.0,87.0,27.0,86,26.0,55,1,1,3,5.0,1,0.37733887733887733,0.21202854230377166,0.8358974358974359,0.9353535353535354,0.8966565349544073,0.9050505050505051,0
84,94.0,7.0,91.0,7.0,87,7.0,1,0,1,3,5.0,0,0.6091476091476091,0.5902140672782874,0.1876923076923077,0.881818181818182,1.0,0.986868686868687,0
85,72.0,3.0,83.0,3.0,88,4.0,45,2,2,3,3.0,1,0.38981288981288975,0.3965341488277268,0.998974358974359,0.9929292929292931,0.3444782168186423,0.026262626262626265,0
86,97.0,6.0,98.0,6.0,89,6.0,8,0,0,3,4.0,0,0.5446985446985447,0.2466870540265036,0.8061538461538461,0.984848484848485,0.15805471124620057,0.04747474747474748,0
87,80.0,26.0,84.0,26.0,90,27.0,55,3,1,3,5.0,0,0.6746361746361746,0.5239551478083587,0.88,0.4545454545454546,0.3475177304964539,0.10404040404040406,0
88,96.0,5.0,106.0,5.0,91,5.0,17,0,0,3,3.0,0,0.5977130977130977,0.42609582059123347,0.7343589743589742,0.4575757575757576,1.0,0.7454545454545455,0
89,79.0,1.0,92.0,1.0,92,1.0,47,0,1,3,5.0,0,0.6839916839916839,0.5341488277268093,0.4882051282051282,0.5141414141414142,0.8915906788247214,0.697979797979798,0
90,93.0,30.0,95.0,30.0,93,28.0,55,3,1,3,5.0,0,0.7557172557172557,0.8002038735983691,0.29846153846153844,0.6747474747474749,0.20364741641337383,0.37979797979797986,0
91,101.0,17.0,94.0,16.0,94,15.0,54,3,1,3,5.0,0,0.6798336798336798,0.8083588175331294,0.441025641025641,0.41010101010101013,0.8389057750759878,0.8161616161616162,0
92,108.0,6.0,101.0,5.0,95,5.0,45,0,1,3,5.0,1,0.5675675675675675,0.7410805300713557,0.8533333333333334,0.48787878787878786,0.20263424518743667,0.3747474747474748,0
93,84.0,14.0,82.0,15.0,96,16.0,54,3,1,3,5.0,0,0.5873180873180873,0.7268093781855249,0.5117948717948717,0.49191919191919203,0.9199594731509625,0.8191919191919192,0
94,103.0,18.0,96.0,17.0,97,17.0,54,0,1,3,5.0,0,0.4885654885654885,0.5158002038735984,0.5794871794871794,0.6777777777777778,0.9604863221884499,0.9272727272727274,0
95,81.0,27.0,93.0,29.0,98,29.0,55,0,1,3,5.0,1,0.6164241164241164,0.5667686034658511,0.5261538461538461,0.6171717171717173,0.32928064842958454,0.8848484848484849,0
96,98.0,2.0,104.0,2.0,99,2.0,47,0,0,3,5.0,0,0.4542619542619542,0.6778797145769623,0.6205128205128205,0.7252525252525254,0.9685916919959474,0.48181818181818187,0
97,92.0,16.0,97.0,18.0,100,18.0,54,1,1,3,5.0,0,0.4303534303534303,0.5066258919469928,0.6441025641025641,0.6707070707070709,0.9868287740628167,0.9979797979797981,0
98,86.0,28.0,89.0,28.0,101,30.0,55,3,1,3,5.0,0,0.6237006237006236,0.6666666666666666,0.6584615384615384,0.4070707070707071,0.8085106382978724,0.2686868686868687,0
99,104.0,3.0,99.0,3.0,102,3.0,31,1,2,3,4.0,0,0.28170478170478164,0.6523955147808359,0.6153846153846154,0.9707070707070707,0.9827760891590679,0.5707070707070708,0
100,123.0,1.0,113.0,1.0,103,1.0,30,3,1,3,5.0,0,0.9054054054054054,0.908256880733945,0.5651282051282052,0.028282828282828285,0.12664640324214793,0.03333333333333333,0
101,118.0,33.0,102.0,32.0,104,31.0,55,3,1,3,5.0,0,0.6912681912681912,0.32619775739041795,0.21333333333333335,0.8020202020202022,0.6484295845997974,0.6020202020202021,0
102,106.0,5.0,107.0,6.0,105,6.0,45,0,1,3,5.0,1,0.7714937505219394,0.9359457819464478,1.003302482330671,0.4561385351667241,0.3000057790339679,0.48139106041924934,1
103,110.0,8.0,114.0,8.0,106,8.0,1,0,1,3,5.0,0,0.5769230769230769,0.42609582059123347,0.26666666666666666,0.7343434343434345,0.9898682877406283,0.9909090909090911,0
104,102.0,1.0,110.0,1.0,107,1.0,13,0,0,3,5.0,0,0.6309771309771309,0.5392456676860347,0.6594871794871794,0.5101010101010102,0.5754812563323203,0.05858585858585858,0
105,88.0,1.0,105.0,1.0,108,1.0,21,0,1,3,5.0,0,0.604989604989605,0.5025484199796126,0.3415384615384615,0.5636363636363637,0.9949341438703142,0.9343434343434345,0
106,100.0,31.0,103.0,33.0,109,32.0,55,0,1,3,5.0,1,0.4158004158004157,0.1722731906218145,0.997948717948718,0.587878787878788,0.7862208713272544,0.5888888888888889,0
107,99.0,4.0,108.0,4.0,110,4.0,48,0,1,3,5.0,0,0.49168399168399163,0.22222222222222224,0.5138461538461538,0.7333333333333334,1.0,0.9777777777777779,0
108,105.0,32.0,100.0,31.0,111,33.0,55,3,1,3,5.0,0,0.6237006237006236,0.6829765545361876,0.29128205128205126,0.5515151515151516,0.9706180344478217,0.6070707070707072,0
109,117.0,2.0,112.0,2.0,112,2.0,11,1,2,3,5.0,0,0.27754677754677753,0.25688073394495414,0.998974358974359,0.6555555555555557,0.9949341438703142,0.8282828282828284,0
110,91.0,4.0,109.0,4.0,113,4.0,6,3,1,3,5.0,0,0.5634095634095634,0.4026503567787972,0.558974358974359,0.48282828282828283,0.9148936170212766,0.8060606060606061,0
111,113.0,6.0,120.0,4.0,114,4.0,31,0,1,3,5.0,0,0.9752417260345323,0.7191324057050285,1.1595244703172765,1.001886552679359,1.3965566579877622,1.4342097850025914,1
112,116.0,6.0,111.0,6.0,115,6.0,24,0,1,3,5.0,0,0.3977778606114476,0.18248882422149387,0.7119705148041018,0.1750474378810249,-0.025459147731943688,0.013431276264863318,1
113,121.0,1.0,118.0,1.0,116,1.0,5,3,1,3,4.0,0,0.5745678609077924,0.4240182287067842,-0.07099000465007302,0.041644027983959664,-0.22680950429935992,-0.27653779019785857,1
114,112.0,3.0,117.0,3.0,117,3.0,47,0,1,3,5.0,0,0.6444906444906444,0.3129459734964323,0.4482051282051282,0.5646464646464647,0.6504559270516718,0.36464646464646466,0
115,109.0,4.0,122.0,5.0,118,5.0,31,3,1,3,5.0,0,0.5448719097393981,0.1732094922054212,0.16064460551209409,0.5190439839114724,0.6891677136096703,0.3463167111841998,1
116,142.0,1.0,135.0,1.0,119,1.0,33,0,1,3,5.0,0,0.5072765072765073,0.20795107033639146,0.7712820512820513,0.48686868686868695,0.8703140830800407,0.297979797979798,0
117,120.0,5.0,121.0,5.0,120,4.0,15,3,1,0,5.0,0,0.8783783783783783,0.5310907237512742,0.0994871794871795,0.33232323232323235,0.5227963525835867,0.3393939393939394,0
118,114.0,7.0,123.0,7.0,121,7.0,8,3,1,3,5.0,0,0.5914760914760915,0.28950050968399593,0.29230769230769227,0.8404040404040406,0.6818642350557245,0.10202020202020202,0
119,111.0,5.0,124.0,6.0,122,6.0,31,3,1,3,5.0,0,0.6133056133056133,0.30988786952089703,0.41025641025641024,0.6565656565656567,0.5612968591691997,0.2737373737373738,0
120,167.0,7.0,139.0,5.0,123,5.0,48,1,0,3,5.0,0,-0.14655054484071028,-0.05198773926873035,0.20567398738382192,0.48303218474201937,0.5779816796915143,0.03858774029757489,1
121,107.0,4.0,116.0,4.0,124,5.0,15,0,0,3,4.0,0,0.44178794178794173,0.8868501529051989,0.2769230769230769,0.7232323232323233,0.5947315096251267,0.6393939393939395,0
122,133.0,4.0,128.0,4.0,125,4.0,47,1,0,3,5.0,1,0.27754677754677753,0.6065239551478083,0.6543589743589743,0.7282828282828283,0.9675785207700102,0.5555555555555557,0
123,124.0,7.0,125.0,7.0,126,7.0,31,0,2,3,5.0,0,0.34927234927234924,0.2048929663608563,0.9548717948717947,0.5727272727272729,0.3779128672745694,0.8191919191919192,0
124,127.0,19.0,119.0,19.0,127,19.0,54,0,1,3,5.0,0,0.5072765072765073,0.40774719673802245,0.32717948717948714,0.5838383838383839,0.9848024316109423,0.978787878787879,0
125,139.0,1.0,132.0,1.0,128,1.0,7,0,1,3,5.0,1,0.8461538461538461,0.9541284403669724,0.2676923076923077,0.12727272727272726,0.18338399189463017,0.03232323232323232,0
126,135.0,20.0,131.0,20.0,129,20.0,54,0,1,3,4.0,0,0.7113982385600852,0.586802224055814,0.8437613709232176,1.033971161133008,1.27521644067616,1.3036681308299776,1
127,132.0,35.0,115.0,34.0,130,34.0,55,3,1,3,5.0,1,0.5686070686070686,0.5922528032619776,0.2687179487179487,0.6414141414141415,0.2066869300911854,0.7474747474747476,0
128,125.0,6.0,130.0,6.0,131,6.0,15,3,1,0,4.0,0,0.7941787941787942,0.48012232415902145,0.029743589743589746,0.4545454545454546,0.6231003039513678,0.48888888888888893,0
129,126.0,2.0,138.0,2.0,132,2.0,4,3,1,3,5.0,0,0.49999999999999994,0.3037716615698267,0.837948717948718,0.38383838383838387,0.6474164133738602,0.19292929292929295,0
130,122.0,7.0,129.0,8.0,133,7.0,24,0,1,3,5.0,0,0.5457380457380457,0.4607543323139654,0.8400000000000001,0.3353535353535354,0.18946301925025327,0.1414141414141414,0
131,128.0,8.0,126.0,7.0,134,8.0,24,0,1,3,5.0,0,0.5374220374220374,0.4821610601427116,0.8523076923076922,0.31919191919191925,0.17527862208713274,0.20707070707070707,0
132,137.0,2.0,140.0,2.0,135,2.0,13,0,2,3,1.0,0,0.37733887733887733,0.46381243628950053,0.5446153846153846,0.6959595959595961,0.8996960486322189,0.36767676767676766,0
133,134.0,36.0,133.0,36.0,136,35.0,55,0,0,3,5.0,0,0.6101871101871101,0.18552497451580025,0.12615384615384617,0.8606060606060607,0.6869300911854104,0.2888888888888889,0
134,129.0,34.0,127.0,35.0,137,36.0,55,3,1,3,5.0,0,0.5228690228690229,0.33537206931702346,0.4964102564102564,0.6969696969696971,0.254305977710233,0.25757575757575757,0
135,130.0,5.0,149.0,6.0,138,5.0,6,3,1,3,5.0,0,0.5343035343035343,0.54638124362895,0.5425641025641025,0.2676767676767677,0.9098277608915907,0.6141414141414142,0
136,141.0,7.0,144.0,7.0,139,7.0,15,3,1,3,5.0,0,0.5353430353430353,0.9714576962283384,0.1076923076923077,0.585858585858586,0.41641337386018235,0.6787878787878789,0
137,177.0,5.0,137.0,4.0,140,3.0,14,2,2,3,1.0,0,0.12474012474012472,0.9999999999999999,0.8841025641025642,0.4484848484848485,0.7173252279635258,0.9,0
138,140.0,6.0,146.0,5.0,141,6.0,6,0,1,3,5.0,0,0.38045738045738037,0.4138634046890928,0.8461538461538461,0.31717171717171716,0.9787234042553192,0.4454545454545455,0
139,143.0,37.0,136.0,37.0,142,37.0,55,0,1,3,5.0,0,0.4241164241164241,0.20387359836901123,0.961025641025641,0.48484848484848486,0.14184397163120568,0.2282828282828283,0
140,176.0,9.0,161.0,9.0,143,9.0,1,0,0,3,3.0,0,0.42099792099792094,0.8022426095820591,0.07794871794871794,0.6787878787878789,0.9827760891590679,0.9373737373737375,0
141,149.0,39.0,142.0,38.0,144,38.0,55,3,1,3,5.0,0,1.035711969651302,1.0831380124901888,0.5968900708294032,0.9711558050951374,1.0649938819119376,0.7873174212567536,1
142,119.0,3.0,141.0,3.0,145,3.0,11,0,1,3,4.0,0,0.5103950103950103,0.4464831804281346,0.3641025641025641,0.6232323232323234,0.8145896656534956,0.1676767676767677,0
143,162.0,26.0,143.0,22.0,146,21.0,54,0,1,3,4.0,0,-0.030137359050799006,0.31507447239956465,0.04675799784455792,0.011451082537642654,0.4808379604351589,0.4286227997093599,1
144,144.0,8.0,147.0,8.0,147,8.0,15,0,0,3,5.0,0,0.5207900207900208,0.7726809378185525,0.4625641025641026,0.29494949494949496,0.41236068895643363,0.68989898989899,0
145,136.0,21.0,134.0,21.0,148,22.0,54,0,1,3,4.0,0,0.39708939708939706,0.3965341488277268,0.5569230769230769,0.5080808080808081,0.9088145896656535,0.6565656565656567,0
146,170.0,1.0,156.0,1.0,149,1.0,23,3,2,3,5.0,0,0.5883575883575883,0.8399592252803262,0.038974358974358976,0.5646464646464647,0.4387031408308004,0.5404040404040404,0
147,155.0,7.0,151.0,7.0,150,7.0,45,0,1,3,4.0,1,0.4469854469854469,0.6778797145769623,0.7661538461538462,0.30101010101010106,0.24417426545086118,0.3414141414141414,0
148,150.0,6.0,160.0,7.0,151,6.0,48,1,1,3,5.0,0,0.27650727650727647,0.23547400611620795,0.362051282051282,0.9121212121212122,1.0,0.8626262626262629,0
149,179.0,2.0,162.0,1.0,152,1.0,18,1,0,3,4.0,0,0.527027027027027,0.7064220183486238,0.44410256410256405,0.5414141414141416,0.02127659574468085,0.006060606060606063,0
150,146.0,5.0,150.0,6.0,153,7.0,48,0,0,3,5.0,0,0.3274428274428274,0.21508664627930685,0.6758974358974359,0.5232323232323233,0.9918946301925026,0.686868686868687,0
151,138.0,22.0,145.0,23.0,154,23.0,54,0,1,3,5.0,0,0.46569646569646567,0.3710499490316004,0.5128205128205128,0.37272727272727274,0.7882472137791287,0.694949494949495,0
152,154.0,1.0,176.0,1.0,155,1.0,2,3,1,3,5.0,0,0.62993762993763,0.46279306829765543,0.24307692307692305,0.1707070707070707,0.9827760891590679,0.9242424242424244,0
153,147.0,38.0,148.0,39.0,156,39.0,55,0,1,3,5.0,1,0.24012474012474005,0.10091743119266056,0.9969230769230769,0.586868686868687,0.4873353596757852,0.4464646464646465,0
154,163.0,40.0,157.0,40.0,157,40.0,55,3,1,3,5.0,0,0.6486486486486487,0.2466870540265036,0.3015384615384615,0.577777777777778,0.05673758865248228,0.17979797979797982,0
155,199.0,2.0,178.0,2.0,158,2.0,30,0,1,0,4.0,1,0.344074844074844,0.8868501529051989,0.8923076923076922,0.03636363636363636,0.9817629179331308,0.17575757575757575,0
156,229.0,2.0,202.0,3.0,159,2.0,29,0,1,3,3.0,0,0.4261954261954261,0.4332313965341488,0.7251282051282051,0.201010101010101,0.5825734549138805,0.8212121212121213,0
157,157.0,4.0,153.0,5.0,160,4.0,14,2,0,3,5.0,0,0.32848232848232845,0.08664627930682978,0.9692307692307692,0.47373737373737373,0.5896656534954408,0.19494949494949496,0
158,230.0,3.0,184.0,2.0,161,3.0,29,0,1,3,3.0,0,0.4896049896049895,0.43628950050968407,0.8748717948717948,0.12222222222222225,0.22998986828774062,0.38282828282828285,0
159,145.0,1.0,154.0,1.0,162,1.0,22,0,1,3,5.0,0,0.37006237006237,0.3730886850152905,0.7733333333333333,0.4282828282828283,0.707193515704154,0.10707070707070708,0
160,165.0,2.0,171.0,2.0,163,2.0,33,1,1,3,4.0,0,0.31496881496881496,0.11314984709480123,0.7897435897435897,0.6040404040404042,0.8844984802431611,0.09191919191919193,0
161,159.0,24.0,155.0,25.0,164,24.0,54,0,1,3,4.0,0,0.36382536382536373,0.563710499490316,0.39999999999999997,0.48484848484848486,0.9189463019250254,0.8040404040404041,0
162,156.0,1.0,166.0,2.0,165,1.0,46,3,1,3,5.0,0,0.7068607068607068,0.4444444444444445,0.30769230769230765,0.29090909090909095,0.045592705167173245,0.3313131313131313,0
163,266.0,5.0,207.0,4.0,166,4.0,29,0,1,3,4.0,0,0.476091476091476,0.5158002038735984,0.7425641025641027,0.1686868686868687,0.3667679837892604,0.4545454545454546,0
164,213.0,51.0,186.0,45.0,167,41.0,55,1,1,3,5.0,1,0.1673596673596673,0.15494393476044854,0.9179487179487179,0.6545454545454547,0.5309017223910841,0.7363636363636366,0
165,153.0,3.0,165.0,3.0,168,3.0,4,0,1,3,3.0,1,0.49376299376299365,0.4444444444444445,0.08102564102564103,0.680808080808081,0.8885511651469099,0.4414141414141415,0
166,178.0,44.0,182.0,42.0,169,42.0,55,3,1,3,5.0,0,0.4896049896049895,0.47298674821610603,0.7333333333333333,0.2888888888888889,0.1762917933130699,0.12121212121212123,0
167,164.0,9.0,168.0,9.0,170,9.0,15,0,1,3,5.0,0,0.44178794178794173,0.24260958205912336,0.8912820512820513,0.1696969696969697,0.5916919959473151,0.31414141414141417,0
168,171.0,10.0,187.0,10.0,171,10.0,15,0,1,3,5.0,0,0.5114345114345115,0.22935779816513763,0.37025641025641026,0.5010101010101011,0.6443768996960487,0.4777777777777778,0
169,186.0,46.0,185.0,44.0,172,43.0,55,1,1,3,5.0,1,0.22037422037422033,0.05606523955147809,0.9999999999999999,0.4181818181818182,0.668693009118541,0.9050505050505051,0
170,160.0,25.0,158.0,26.0,173,25.0,54,0,0,3,4.0,0,0.344074844074844,0.6228338430173292,0.23692307692307693,0.5555555555555557,0.9817629179331308,0.9060606060606062,0
171,161.0,2.0,163.0,2.0,174,2.0,49,0,0,3,4.0,0,0.4542619542619542,0.5881753312945973,0.3046153846153846,0.6545454545454547,0.23606889564336372,0.1717171717171717,0
172,202.0,29.0,180.0,28.0,175,26.0,54,0,1,3,5.0,0,0.26091476091476085,0.34760448521916415,0.4205128205128205,0.6454545454545456,0.9949341438703142,0.9646464646464648,0
173,152.0,7.0,164.0,7.0,176,7.0,6,3,0,3,4.0,0,-0.07918455891183784,0.31224109398170496,-0.3958997356270145,0.23361075388347508,0.3248422174553641,0.39118651145923267,1
174,151.0,2.0,177.0,2.0,177,2.0,32,0,1,3,5.0,0,0.4979209979209979,0.4026503567787972,0.17538461538461542,0.47676767676767684,1.0,0.6252525252525254,0
175,188.0,2.0,181.0,4.0,179,2.0,23,3,1,3,5.0,0,0.900269338744105,0.6158624901170728,0.1991605376353038,0.6258893643641306,0.29193584743189016,0.28952572800049414,1
176,196.0,12.0,191.0,11.0,180,11.0,15,3,1,3,5.0,0,0.33264033264033255,0.691131498470948,0.842051282051282,0.20505050505050507,0.3768996960486322,0.36868686868686873,0
177,174.0,27.0,152.0,24.0,181,27.0,54,0,1,3,5.0,0,0.39916839916839914,0.3160040774719674,0.49230769230769234,0.3373737373737374,0.8632218844984804,0.9333333333333336,0
178,172.0,1.0,172.0,3.0,182,2.0,18,1,0,3,4.0,0,0.4469854469854469,0.6228338430173292,0.21333333333333335,0.8040404040404041,0.020263424518743665,0.00505050505050505,0
179,148.0,8.0,179.0,9.0,183,8.0,31,0,2,3,5.0,0,0.32640332640332637,0.5259938837920489,0.41128205128205125,0.5323232323232324,0.7497467071935158,0.6858585858585861,0
180,168.0,2.0,194.0,2.0,185,2.0,21,0,1,3,5.0,0,0.43866943866943864,0.4148827726809379,0.29435897435897435,0.4181818181818182,0.9756838905775076,0.6404040404040405,0
181,267.0,3.0,231.0,2.0,186,1.0,42,3,1,3,4.0,0,0.25675675675675674,0.35575942915392456,0.7056410256410256,0.37979797979797986,0.9898682877406283,0.6020202020202021,0
182,180.0,9.0,174.0,8.0,187,9.0,31,1,2,3,4.0,0,0.17983367983367982,0.33843017329255864,0.3825641025641025,0.8101010101010102,0.9432624113475179,0.8282828282828284,0
183,198.0,3.0,193.0,3.0,188,2.0,46,3,1,3,4.0,0,0.5956340956340956,0.3720693170234455,0.11897435897435898,0.5424242424242426,0.2978723404255319,0.25858585858585864,0
184,197.0,47.0,203.0,49.0,189,44.0,55,3,1,3,5.0,0,0.5935550935550935,0.5891946992864424,0.11282051282051284,0.5010101010101011,0.19250253292806485,0.11818181818181818,0
185,201.0,2.0,209.0,2.0,190,2.0,7,3,1,3,5.0,0,0.7047817047817047,0.9062181447502548,0.14153846153846156,0.13636363636363635,0.08915906788247215,0.07474747474747476,0
186,195.0,5.0,200.0,5.0,191,5.0,47,0,0,3,5.0,0,0.5291060291060291,0.15188583078491338,0.3302564102564103,0.4565656565656566,0.8206686930091186,0.14848484848484847,0
187,182.0,2.0,199.0,2.0,192,2.0,2,1,2,3,5.0,0,0.30249480249480243,0.5688073394495413,0.06256410256410255,0.784848484848485,0.7467071935157042,0.8747474747474748,0
188,187.0,2.0,159.0,1.0,193,3.0,46,0,1,3,4.0,0,0.5571725571725571,0.6330275229357798,0.44410256410256405,0.23232323232323232,0.08713272543059777,0.13232323232323231,0
189,158.0,23.0,173.0,27.0,194,28.0,54,0,1,3,5.0,0,0.26715176715176714,0.21712538226299696,0.3805128205128205,0.6323232323232324,0.9564336372847012,0.9818181818181819,0
190,185.0,4.0,188.0,4.0,195,4.0,4,1,1,3,5.0,0,0.22972972972972966,0.23241590214067281,0.8974358974358975,0.28989898989898993,0.8571428571428573,0.6464646464646465,0
191,181.0,11.0,197.0,12.0,196,12.0,15,3,1,3,5.0,0,0.49272349272349264,0.1743119266055046,0.6523076923076923,0.23333333333333336,0.44376899696048633,0.25858585858585864,0
192,191.0,1.0,201.0,1.0,197,1.0,44,0,1,3,5.0,0,0.4542619542619542,0.4658511722731907,0.2646153846153846,0.4383838383838384,0.7092198581560284,0.403030303030303,0
193,175.0,43.0,192.0,47.0,198,45.0,55,0,1,3,5.0,0,0.36798336798336795,0.4556574923547401,0.6338461538461538,0.4555555555555556,0.1347517730496454,0.14949494949494951,0
194,192.0,9.0,198.0,9.0,199,9.0,24,3,1,3,5.0,1,0.4948024948024948,0.7675840978593272,0.6123076923076923,0.08484848484848487,0.12056737588652482,0.10404040404040406,0
195,173.0,1.0,189.0,1.0,200,2.0,42,1,0,3,4.0,0,0.6757529783542259,0.6221927137847871,1.284872867474115,0.8316172342184818,1.4366677392689868,0.646768749369997,1
196,212.0,50.0,196.0,48.0,201,46.0,55,0,1,3,5.0,1,0.2536382536382536,0.23955147808358818,0.9999999999999999,0.35353535353535354,0.22695035460992907,0.3212121212121212,0
197,203.0,10.0,210.0,10.0,202,10.0,24,3,0,3,5.0,1,0.5696465696465697,0.8664627930682977,0.3046153846153846,0.06969696969696972,0.3069908814589666,0.3515151515151515,0
198,215.0,5.0,217.0,5.0,203,3.0,23,3,1,3,5.0,0,0.7182952182952184,0.3200815494393476,0.03282051282051282,0.43232323232323233,0.08915906788247215,0.07575757575757577,0
199,189.0,28.0,195.0,29.0,205,29.0,54,0,0,3,5.0,0,0.3056133056133056,0.3363914373088685,0.30974358974358973,0.5292929292929294,0.9392097264437691,0.887878787878788,0
200,184.0,45.0,190.0,46.0,206,47.0,55,3,0,3,5.0,0,0.3544698544698544,0.24057084607543328,0.6235897435897435,0.49898989898989904,0.3637284701114489,0.13232323232323231,0
201,236.0,1.0,220.0,1.0,207,1.0,25,0,0,0,4.0,0,0.3139293139293139,0.599388379204893,0.9856410256410256,0.0020202020202020193,0.4002026342451874,0.25353535353535356,0
202,169.0,42.0,183.0,43.0,208,48.0,55,1,1,3,5.0,1,0.1767151767151767,0.27522935779816515,0.762051282051282,0.7121212121212123,0.045592705167173245,0.3444444444444445,0
203,226.0,10.0,215.0,10.0,209,10.0,1,0,1,3,4.0,0,0.31496881496881496,0.29663608562691135,0.31076923076923074,0.5696969696969698,1.0,0.6303030303030304,0
204,216.0,52.0,213.0,51.0,210,49.0,55,0,0,3,5.0,1,0.27027027027027023,0.4148827726809379,0.6646153846153846,0.49292929292929294,0.4235055724417427,0.197979797979798,0
205,211.0,8.0,216.0,8.0,211,8.0,6,0,1,3,5.0,0,0.27650727650727647,0.6503567787971458,0.06769230769230769,0.7323232323232325,0.9837892603850051,0.495959595959596,0
206,233.0,4.0,206.0,4.0,212,4.0,46,3,1,3,5.0,0,0.6320166320166319,0.710499490316004,0.2471794871794872,0.13636363636363635,0.023302938196555222,0.23333333333333336,0
207,232.0,11.0,219.0,11.0,213,11.0,1,0,1,3,3.0,0,0.2827442827442827,0.3302752293577982,0.1958974358974359,0.6656565656565658,0.933130699088146,0.8626262626262629,0
208,183.0,2.0,205.0,2.0,214,2.0,5,0,1,3,4.0,0,0.6621621621621622,0.3323139653414883,0.1907692307692308,0.32020202020202027,0.08713272543059777,0.03333333333333333,0
209,209.0,49.0,212.0,50.0,215,50.0,55,3,0,3,5.0,0,0.39708939708939706,0.2854230377166157,0.0994871794871795,0.6757575757575759,0.6362715298885512,0.5616161616161617,0
210,219.0,4.0,222.0,3.0,216,3.0,32,0,0,3,5.0,0,0.44906444906444903,0.34760448521916415,0.1117948717948718,0.43737373737373736,0.9929078014184397,0.587878787878788,0
211,204.0,11.0,204.0,10.0,217,10.0,31,0,1,3,4.0,0,0.28378378378378377,0.13659531090723753,0.3784615384615384,0.7646464646464648,0.5379939209726444,0.2545454545454546,0
212,253.0,4.0,228.0,5.0,218,5.0,29,0,0,3,3.0,0,0.3128898128898128,0.4393476044852192,0.7261538461538461,0.2191919191919192,0.2634245187436677,0.5323232323232324,0
213,205.0,2.0,230.0,2.0,219,2.0,22,0,1,3,4.0,0,0.32848232848232845,0.3934760448521917,0.05435897435897436,0.9535353535353537,0.3434650455927052,0.10909090909090911,0
214,166.0,41.0,169.0,41.0,220,51.0,55,3,1,3,4.0,0,0.43139293139293133,0.1508664627930683,0.14769230769230768,0.6404040404040405,0.3657548125633232,0.6525252525252526,0
215,218.0,12.0,233.0,12.0,221,11.0,31,0,1,3,5.0,0,0.6387694714563383,0.3966844082703578,0.7227472954341624,0.7165157492026162,0.7108573414165488,0.45388948657635353,1
216,234.0,31.0,218.0,30.0,222,30.0,54,0,2,3,4.0,0,0.2723492723492723,0.6258919469928643,0.32717948717948714,0.397979797979798,0.8257345491388045,0.7181818181818183,0
217,210.0,6.0,224.0,5.0,223,5.0,4,0,1,3,3.0,0,-0.10471624187217435,-0.13628592023084346,0.535574818418886,0.008566271410339,0.39556390734414515,0.09341475625882384,1
